,basic_date,stockname,stock_code,open_value,high_value,low_value,close_value,volume_value,cv_diff_value,cv_diff_rate,cv_maN_value,cv_maN_rate,ud_Nd,cv5d_diff_rate
189,20171027,GS글로벌,1250,3090,3120,3080,3105,181015,25.0,0.008116883116883116,3089.0,-0.00032362459546925567,0.0,0.009787928221859706
190,20171030,GS글로벌,1250,3125,3135,3085,3095,165885,-10.0,-0.00322061191626409,3089.0,0.0,0.0,0.012987012987012988
191,20171031,GS글로벌,1250,3095,3130,3055,3120,240850,25.0,0.008077544426494346,3093.0,0.0012949174490126255,0.0,0.004830917874396135
192,20171101,GS글로벌,1250,3140,3165,3100,3120,236670,0.0,0.0,3104.0,0.003556417717426447,0.0,0.004846526655896607
193,20171102,GS글로벌,1250,3145,3145,3090,3110,133642,-10.0,-0.003205128205128205,3110.0,0.0019329896907216496,0.0,0.011217948717948718
194,20171103,GS글로벌,1250,3120,3160,3110,3155,208658,45.0,0.014469453376205787,3120.0,0.003215434083601286,0.0,0.008012820512820512
195,20171106,GS글로벌,1250,3160,3180,3125,3145,211467,-10.0,-0.003169572107765452,3130.0,0.003205128205128205,0.0,0.03215434083601286
196,20171107,GS글로벌,1250,3145,3215,3125,3210,341869,65.0,0.02066772655007949,3148.0,0.005750798722044728,0.0,0.01584786053882726
197,20171108,GS글로벌,1250,3205,3240,3180,3205,283618,-5.0,-0.001557632398753894,3165.0,0.0054002541296060995,0.0,0.04451510333863275
198,20171109,GS글로벌,1250,3235,3325,3220,3285,796136,80.0,0.0249609984399376,3200.0,0.011058451816745656,0.0,-0.006230529595015576
199,20171110,GS글로벌,1250,3295,3295,3175,3190,646817,-95.0,-0.0289193302891933,3207.0,0.0021875,0.0,-0.015600624024960999
200,20171113,GS글로벌,1250,3205,3230,3115,3155,618437,-35.0,-0.0109717868338558,3209.0,0.0006236357966947302,-1.0,-0.0502283105022831
201,20171114,GS글로벌,1250,3155,3170,3090,3120,590683,-35.0,-0.011093502377179081,3191.0,-0.005609224057338735,-1.0,-0.034482758620689655
202,20171115,GS글로벌,1250,3135,3140,3055,3080,584702,-40.0,-0.01282051282051282,3166.0,-0.007834534628643058,-1.0,-0.025356576862123614
203,20171116,GS글로벌,1250,3090,3105,3050,3075,241273,-5.0,-0.0016233766233766235,3124.0,-0.013265950726468731,-1.0,0.0
204,20171117,GS글로벌,1250,3080,3120,3080,3120,301772,45.0,0.014634146341463415,3110.0,-0.004481434058898848,0.0,0.00974025974025974
205,20171120,GS글로벌,1250,3120,3130,3090,3110,200977,-10.0,-0.003205128205128205,3101.0,-0.0028938906752411574,0.0,-0.0032520325203252032
206,20171121,GS글로벌,1250,3125,3125,3060,3065,405711,-45.0,-0.014469453376205787,3090.0,-0.003547242824895195,0.0,-0.02403846153846154
207,20171122,GS글로벌,1250,3060,3085,3030,3045,270873,-20.0,-0.0065252854812398045,3083.0,-0.0022653721682847896,-1.0,-0.01607717041800643
208,20171123,GS글로벌,1250,3045,3070,3030,3060,115883,15.0,0.0049261083743842365,3080.0,-0.0009730781706130393,0.0,-0.011419249592169658
209,20171124,GS글로벌,1250,3055,3055,3015,3030,248651,-30.0,-0.00980392156862745,3062.0,-0.005844155844155844,0.0,0.011494252873563218
210,20171127,GS글로벌,1250,3020,3090,3020,3080,261472,50.0,0.0165016501650165,3056.0,-0.001959503592423253,0.0,0.0016339869281045752
211,20171128,GS글로벌,1250,3075,3095,3050,3065,152933,-15.0,-0.00487012987012987,3056.0,0.0,0.0,-0.0016501650165016502
212,20171129,GS글로벌,1250,3065,3065,3025,3025,265868,-40.0,-0.013050570962479609,3052.0,-0.0013089005235602095,0.0,-0.021103896103896104
213,20171130,GS글로벌,1250,3035,3040,3015,3015,257796,-10.0,-0.003305785123966942,3043.0,-0.002948885976408912,-1.0,-0.022838499184339316
214,20171201,GS글로벌,1250,3020,3030,2995,2995,266128,-20.0,-0.006633499170812604,3036.0,-0.0023003614853762734,-1.0,-0.0049586776859504135
215,20171204,GS글로벌,1250,2995,3020,2990,3010,188169,15.0,0.005008347245409015,3022.0,-0.00461133069828722,0.0,0.014925373134328358
216,20171205,GS글로벌,1250,3015,3065,3005,3060,215537,50.0,0.016611295681063124,3021.0,-0.00033090668431502316,1.0,0.008347245409015025
217,20171206,GS글로벌,1250,3060,3065,3005,3020,264723,-40.0,-0.013071895424836602,3020.0,-0.00033101621979476995,0.0,-0.014950166112956811
218,20171207,GS글로벌,1250,3025,3025,2955,2965,486656,-55.0,-0.018211920529801324,3010.0,-0.0033112582781456954,-1.0,-0.04738562091503268
219,20171208,GS글로벌,1250,2955,2975,2900,2915,440650,-50.0,-0.016863406408094434,2994.0,-0.0053156146179402,-1.0,-0.03642384105960265
220,20171211,GS글로벌,1250,2915,2935,2900,2910,320170,-5.0,-0.0017152658662092624,2974.0,-0.006680026720106881,-1.0,-0.03541315345699832
221,20171212,GS글로벌,1250,2910,2910,2855,2860,347706,-50.0,-0.01718213058419244,2934.0,-0.013449899125756557,-1.0,-0.005145797598627788
222,20171213,GS글로벌,1250,2860,2910,2855,2900,208632,40.0,0.013986013986013986,2910.0,-0.0081799591002045,0.0,-0.001718213058419244
223,20171214,GS글로벌,1250,2885,2925,2885,2905,129954,5.0,0.0017241379310344827,2898.0,-0.004123711340206186,1.0,0.024475524475524476
224,20171215,GS글로벌,1250,2890,2945,2890,2930,155325,25.0,0.008605851979345954,2901.0,0.0010351966873706005,1.0,-0.0017241379310344827
225,20171218,GS글로벌,1250,2910,2925,2885,2895,251048,-35.0,-0.011945392491467578,2898.0,-0.001034126163391934,0.0,-0.03270223752151463
226,20171219,GS글로벌,1250,2900,2905,2800,2810,429134,-85.0,-0.02936096718480138,2888.0,-0.003450655624568668,-1.0,-0.05802047781569966
227,20171220,GS글로벌,1250,2815,2820,2725,2760,322814,-50.0,-0.017793594306049824,2860.0,-0.009695290858725761,-1.0,-0.07081174438687392
228,20171221,GS글로벌,1250,2770,2785,2690,2690,461741,-70.0,-0.025362318840579712,2817.0,-0.015034965034965035,-1.0,-0.023131672597864767
229,20171222,GS글로벌,1250,2700,2760,2680,2745,199593,55.0,0.020446096654275093,2780.0,-0.013134540291089812,0.0,
